,mid,typ,agreed_count,total_annotation
86,./nw/wsj/04/wsj_0486.v4_gold_conll-5-1-2,organization,3,4
87,./nw/wsj/04/wsj_0486.v4_gold_conll-5-1-2,organization.company,3,4
88,./nw/wsj/04/wsj_0486.v4_gold_conll-5-10-11,ethnicity,3,4
89,./nw/wsj/04/wsj_0486.v4_gold_conll-5-12-13,ethnicity,3,4
90,./nw/wsj/04/wsj_0486.v4_gold_conll-5-3-4,organization,3,4
91,./nw/wsj/04/wsj_0486.v4_gold_conll-5-3-4,organization.company,3,4
92,./nw/wsj/04/wsj_0486.v4_gold_conll-5-7-8,ethnicity,2,4
93,./nw/wsj/04/wsj_0486.v4_gold_conll-5-7-8,location,2,4
94,./nw/wsj/04/wsj_0486.v4_gold_conll-6-1-2,organization,3,4
95,./nw/wsj/04/wsj_0486.v4_gold_conll-6-1-2,organization.company,3,4
96,./nw/wsj/05/wsj_0572.v4_gold_conll-0-0-3,person,4,4
97,./nw/wsj/05/wsj_0572.v4_gold_conll-0-4-7,time,2,4
98,./nw/wsj/05/wsj_0572.v4_gold_conll-1-1-2,person,4,4
99,./nw/wsj/05/wsj_0572.v4_gold_conll-1-13-14,location,4,4
100,./nw/wsj/05/wsj_0572.v4_gold_conll-1-13-14,location.city,3,4
101,./nw/wsj/05/wsj_0572.v4_gold_conll-1-15-16,location,4,4
102,./nw/wsj/05/wsj_0572.v4_gold_conll-1-18-20,person,4,4
103,./nw/wsj/05/wsj_0572.v4_gold_conll-1-9-12,organization,3,4
104,./nw/wsj/05/wsj_0572.v4_gold_conll-1-9-12,organization.company,2,4
105,./nw/wsj/05/wsj_0597.v4_gold_conll-0-18-23,organization,4,4
106,./nw/wsj/05/wsj_0597.v4_gold_conll-0-18-23,organization.company,3,4
107,./nw/wsj/05/wsj_0597.v4_gold_conll-0-25-28,organization,4,4
108,./nw/wsj/05/wsj_0597.v4_gold_conll-0-25-28,organization.company,3,4
109,./nw/wsj/05/wsj_0597.v4_gold_conll-0-34-35,organization,3,4
110,./nw/wsj/05/wsj_0597.v4_gold_conll-0-34-35,organization.company,2,4
111,./nw/wsj/05/wsj_0597.v4_gold_conll-0-5-6,location,4,4
112,./nw/wsj/05/wsj_0597.v4_gold_conll-0-5-6,location.city,2,4
113,./nw/wsj/05/wsj_0597.v4_gold_conll-1-1-3,person,4,4
114,./nw/wsj/05/wsj_0597.v4_gold_conll-1-10-11,location,4,4
115,./nw/wsj/05/wsj_0597.v4_gold_conll-1-10-11,location.city,4,4
116,./nw/wsj/05/wsj_0597.v4_gold_conll-1-18-20,time,4,4
117,./nw/wsj/05/wsj_0597.v4_gold_conll-1-21-22,person,4,4
118,./nw/wsj/05/wsj_0597.v4_gold_conll-1-23-25,person,4,4
119,./nw/wsj/05/wsj_0597.v4_gold_conll-1-33-34,organization,3,4
120,./nw/wsj/05/wsj_0597.v4_gold_conll-1-33-34,organization.company,2,4
121,./nw/wsj/05/wsj_0597.v4_gold_conll-1-5-9,building,2,4
122,./nw/wsj/05/wsj_0597.v4_gold_conll-2-3-4,organization,3,4
123,./nw/wsj/05/wsj_0597.v4_gold_conll-2-3-4,organization.company,2,4
124,./nw/wsj/05/wsj_0597.v4_gold_conll-3-0-1,organization,4,4
125,./nw/wsj/05/wsj_0597.v4_gold_conll-3-0-1,organization.company,3,4
126,./nw/wsj/05/wsj_0597.v4_gold_conll-4-14-16,time,4,4
127,./nw/wsj/05/wsj_0597.v4_gold_conll-4-35-37,time,4,4
128,./nw/wsj/05/wsj_0597.v4_gold_conll-5-0-2,person,3,4
129,./nw/wsj/05/wsj_0597.v4_gold_conll-5-12-20,finance.currency,4,4
130,./nw/wsj/05/wsj_0597.v4_gold_conll-6-1-5,organization,4,4
131,./nw/wsj/05/wsj_0597.v4_gold_conll-6-1-5,organization.company,2,4
132,./nw/wsj/05/wsj_0597.v4_gold_conll-6-7-8,location,4,4
133,./nw/wsj/05/wsj_0597.v4_gold_conll-6-7-8,location.city,3,4
134,./nw/wsj/05/wsj_0597.v4_gold_conll-6-9-11,person,4,4
135,./nw/wsj/06/wsj_0683.v4_gold_conll-0-13-14,astral_body,5,5
136,./nw/wsj/06/wsj_0683.v4_gold_conll-0-13-14,location,5,5
137,./nw/wsj/06/wsj_0683.v4_gold_conll-0-4-5,location,5,5
138,./nw/wsj/06/wsj_0683.v4_gold_conll-0-4-5,location.country,3,5
139,./nw/wsj/06/wsj_0683.v4_gold_conll-1-13-14,location,5,5
140,./nw/wsj/06/wsj_0683.v4_gold_conll-1-13-14,location.country,5,5
141,./nw/wsj/06/wsj_0683.v4_gold_conll-1-2-5,education.department,3,5
142,./nw/wsj/06/wsj_0683.v4_gold_conll-1-2-5,organization,5,5
143,./nw/wsj/06/wsj_0683.v4_gold_conll-1-2-5,organization.educational_institution,3,5
144,./nw/wsj/06/wsj_0683.v4_gold_conll-1-21-22,location,5,5
145,./nw/wsj/06/wsj_0683.v4_gold_conll-1-21-22,location.country,3,5
146,./nw/wsj/06/wsj_0683.v4_gold_conll-1-33-38,time,5,5
147,./nw/wsj/06/wsj_0683.v4_gold_conll-1-44-48,time,5,5
148,./nw/wsj/06/wsj_0683.v4_gold_conll-1-6-12,organization,5,5
149,./nw/wsj/06/wsj_0683.v4_gold_conll-1-6-12,organization.educational_institution,5,5
150,./nw/wsj/06/wsj_0683.v4_gold_conll-10-21-22,astral_body,5,5
151,./nw/wsj/06/wsj_0683.v4_gold_conll-10-21-22,location,5,5
152,./nw/wsj/06/wsj_0683.v4_gold_conll-11-16-19,time,5,5
153,./nw/wsj/06/wsj_0683.v4_gold_conll-12-12-17,time,5,5
154,./nw/wsj/06/wsj_0683.v4_gold_conll-12-21-27,time,4,5
155,./nw/wsj/06/wsj_0683.v4_gold_conll-12-33-35,time,5,5
156,./nw/wsj/06/wsj_0683.v4_gold_conll-14-12-13,person,5,5
157,./nw/wsj/06/wsj_0683.v4_gold_conll-15-1-2,person,4,5
158,./nw/wsj/06/wsj_0683.v4_gold_conll-15-10-11,location,5,5
159,./nw/wsj/06/wsj_0683.v4_gold_conll-15-6-7,location,5,5
160,./nw/wsj/06/wsj_0683.v4_gold_conll-15-6-7,location.country,5,5
161,./nw/wsj/06/wsj_0683.v4_gold_conll-15-8-9,location,5,5
162,./nw/wsj/06/wsj_0683.v4_gold_conll-15-8-9,location.country,5,5
163,./nw/wsj/06/wsj_0683.v4_gold_conll-2-13-14,astral_body,5,5
164,./nw/wsj/06/wsj_0683.v4_gold_conll-2-13-14,location,5,5
165,./nw/wsj/06/wsj_0683.v4_gold_conll-2-18-20,time,5,5
166,./nw/wsj/06/wsj_0683.v4_gold_conll-2-35-38,time,5,5
167,./nw/wsj/06/wsj_0683.v4_gold_conll-3-8-9,astral_body,5,5
168,./nw/wsj/06/wsj_0683.v4_gold_conll-3-8-9,location,5,5
169,./nw/wsj/06/wsj_0683.v4_gold_conll-4-14-15,person,4,5
170,./nw/wsj/06/wsj_0683.v4_gold_conll-4-2-3,person,4,5
171,./nw/wsj/06/wsj_0683.v4_gold_conll-4-27-29,person,5,5
172,./nw/wsj/06/wsj_0683.v4_gold_conll-4-34-36,location,3,5
173,./nw/wsj/06/wsj_0683.v4_gold_conll-5-4-8,time,5,5
174,./nw/wsj/06/wsj_0683.v4_gold_conll-7-13-14,location,5,5
175,./nw/wsj/06/wsj_0683.v4_gold_conll-7-13-14,location.country,3,5
176,./nw/wsj/06/wsj_0683.v4_gold_conll-7-27-28,time,5,5
177,./nw/wsj/06/wsj_0683.v4_gold_conll-7-30-35,time,5,5
178,./nw/wsj/06/wsj_0683.v4_gold_conll-7-38-42,time,3,5
179,./nw/wsj/06/wsj_0683.v4_gold_conll-7-4-8,geography.glacier,4,5
180,./nw/wsj/06/wsj_0683.v4_gold_conll-7-4-8,location,4,5
181,./nw/wsj/06/wsj_0683.v4_gold_conll-7-44-45,person,5,5
182,./nw/wsj/06/wsj_0683.v4_gold_conll-8-8-9,location,5,5
183,./nw/wsj/06/wsj_0683.v4_gold_conll-9-26-27,person,5,5
184,./nw/wsj/10/wsj_1005.v4_gold_conll-0-0-5,organization,3,3
185,./nw/wsj/10/wsj_1005.v4_gold_conll-0-0-5,organization.company,3,3
186,./nw/wsj/10/wsj_1005.v4_gold_conll-0-13-16,organization,3,3
187,./nw/wsj/10/wsj_1005.v4_gold_conll-0-13-16,organization.airline,3,3
188,./nw/wsj/10/wsj_1005.v4_gold_conll-0-7-10,finance.currency,2,3
189,./nw/wsj/10/wsj_1005.v4_gold_conll-1-18-21,organization,2,3
190,./nw/wsj/10/wsj_1005.v4_gold_conll-1-18-21,organization.company,2,3
191,./nw/wsj/10/wsj_1005.v4_gold_conll-3-0-3,organization,2,3
192,./nw/wsj/10/wsj_1005.v4_gold_conll-3-0-3,organization.company,2,3
193,./nw/wsj/10/wsj_1005.v4_gold_conll-3-7-11,organization,3,3
194,./nw/wsj/10/wsj_1005.v4_gold_conll-3-7-11,organization.company,3,3
195,./nw/wsj/10/wsj_1005.v4_gold_conll-4-0-2,organization,3,3
196,./nw/wsj/10/wsj_1005.v4_gold_conll-4-0-2,organization.airline,3,3
197,./nw/wsj/10/wsj_1005.v4_gold_conll-4-10-11,location,3,3
198,./nw/wsj/10/wsj_1005.v4_gold_conll-4-10-11,location.city,2,3
199,./nw/wsj/10/wsj_1005.v4_gold_conll-4-6-9,organization,3,3
200,./nw/wsj/10/wsj_1005.v4_gold_conll-4-6-9,organization.company,2,3
201,./nw/wsj/10/wsj_1009.v4_gold_conll-0-0-4,organization,4,4
202,./nw/wsj/10/wsj_1009.v4_gold_conll-0-0-4,organization.company,4,4
203,./nw/wsj/10/wsj_1009.v4_gold_conll-0-10-14,organization,4,4
204,./nw/wsj/10/wsj_1009.v4_gold_conll-0-10-14,organization.company,4,4
205,./nw/wsj/10/wsj_1009.v4_gold_conll-0-17-21,time,3,4
206,./nw/wsj/10/wsj_1009.v4_gold_conll-0-24-27,finance.currency,4,4
207,./nw/wsj/10/wsj_1009.v4_gold_conll-0-28-31,finance.currency,4,4
208,./nw/wsj/10/wsj_1009.v4_gold_conll-0-31-34,time,3,4
209,./nw/wsj/10/wsj_1009.v4_gold_conll-0-38-41,finance.currency,4,4
210,./nw/wsj/10/wsj_1009.v4_gold_conll-0-49-50,ethnicity,2,4
211,./nw/wsj/10/wsj_1009.v4_gold_conll-1-13-16,finance.currency,4,4
212,./nw/wsj/10/wsj_1009.v4_gold_conll-1-21-24,finance.currency,4,4
213,./nw/wsj/10/wsj_1009.v4_gold_conll-1-24-27,time,3,4
214,./nw/wsj/10/wsj_1009.v4_gold_conll-1-7-12,time,3,4
215,./nw/wsj/10/wsj_1009.v4_gold_conll-2-17-20,time,3,4
216,./nw/wsj/10/wsj_1009.v4_gold_conll-2-4-5,time,3,4
217,./nw/wsj/10/wsj_1012.v4_gold_conll-1-0-3,organization,4,4
218,./nw/wsj/10/wsj_1012.v4_gold_conll-1-0-3,organization.company,3,4
219,./nw/wsj/10/wsj_1012.v4_gold_conll-1-3-6,newspaper,2,4
220,./nw/wsj/10/wsj_1012.v4_gold_conll-1-3-6,work,2,4
221,./nw/wsj/10/wsj_1012.v4_gold_conll-1-8-9,time,4,4
222,./nw/wsj/10/wsj_1012.v4_gold_conll-2-12-13,location,4,4
223,./nw/wsj/10/wsj_1012.v4_gold_conll-2-12-13,location.country,4,4
224,./nw/wsj/10/wsj_1012.v4_gold_conll-2-15-16,ethnicity,3,4
225,./nw/wsj/10/wsj_1012.v4_gold_conll-2-25-27,time,4,4
226,./nw/wsj/10/wsj_1012.v4_gold_conll-3-2-3,location,4,4
227,./nw/wsj/10/wsj_1012.v4_gold_conll-3-2-3,location.country,4,4
228,./nw/wsj/10/wsj_1012.v4_gold_conll-3-4-7,newspaper,3,4
229,./nw/wsj/10/wsj_1012.v4_gold_conll-3-4-7,work,3,4
230,./nw/wsj/10/wsj_1012.v4_gold_conll-5-0-3,person,4,4
231,./nw/wsj/10/wsj_1012.v4_gold_conll-5-14-16,work,4,4
232,./nw/wsj/10/wsj_1012.v4_gold_conll-5-14-16,written_work,3,4
233,./nw/wsj/10/wsj_1012.v4_gold_conll-5-17-19,work,4,4
234,./nw/wsj/10/wsj_1012.v4_gold_conll-5-17-19,written_work,3,4
235,./nw/wsj/10/wsj_1012.v4_gold_conll-5-22-24,person,4,4
236,./nw/wsj/10/wsj_1012.v4_gold_conll-5-7-8,work,4,4
237,./nw/wsj/10/wsj_1012.v4_gold_conll-5-7-8,written_work,3,4
238,./nw/wsj/10/wsj_1012.v4_gold_conll-6-0-1,event,3,4
239,./nw/wsj/10/wsj_1012.v4_gold_conll-6-10-12,person,4,4
240,./nw/wsj/10/wsj_1012.v4_gold_conll-6-10-12,person.director,2,4
241,./nw/wsj/10/wsj_1012.v4_gold_conll-6-13-15,person,4,4
242,./nw/wsj/10/wsj_1012.v4_gold_conll-6-13-15,person.director,2,4
243,./nw/wsj/10/wsj_1012.v4_gold_conll-6-18-21,organization,2,4
244,./nw/wsj/10/wsj_1012.v4_gold_conll-6-18-21,organization.company,2,4
245,./nw/wsj/10/wsj_1012.v4_gold_conll-6-18-21,work,2,4
246,./nw/wsj/10/wsj_1012.v4_gold_conll-6-22-23,time,4,4
247,./nw/wsj/10/wsj_1012.v4_gold_conll-7-0-1,person,2,4
248,./nw/wsj/10/wsj_1012.v4_gold_conll-7-15-17,work,4,4
249,./nw/wsj/10/wsj_1012.v4_gold_conll-7-15-17,written_work,2,4
250,./nw/wsj/10/wsj_1012.v4_gold_conll-7-8-10,work,4,4
251,./nw/wsj/10/wsj_1012.v4_gold_conll-7-8-10,written_work,2,4
252,./nw/wsj/10/wsj_1016.v4_gold_conll-0-0-1,location,2,4
253,./nw/wsj/10/wsj_1016.v4_gold_conll-0-17-20,organization,4,4
254,./nw/wsj/10/wsj_1016.v4_gold_conll-0-17-20,organization.company,4,4
255,./nw/wsj/10/wsj_1016.v4_gold_conll-0-22-23,location,2,4
256,./nw/wsj/10/wsj_1016.v4_gold_conll-0-22-23,location.country,2,4
257,./nw/wsj/10/wsj_1016.v4_gold_conll-0-4-6,organization,2,4
258,./nw/wsj/10/wsj_1016.v4_gold_conll-0-4-6,organization.company,2,4
259,./nw/wsj/10/wsj_1016.v4_gold_conll-0-4-6,person,2,4
260,./nw/wsj/10/wsj_1016.v4_gold_conll-0-8-9,time,4,4
261,./nw/wsj/10/wsj_1016.v4_gold_conll-1-3-4,organization,3,4
262,./nw/wsj/10/wsj_1016.v4_gold_conll-1-3-4,organization.company,3,4
263,./nw/wsj/10/wsj_1016.v4_gold_conll-1-9-10,organization,2,4
264,./nw/wsj/10/wsj_1016.v4_gold_conll-1-9-10,organization.company,2,4
265,./nw/wsj/10/wsj_1016.v4_gold_conll-2-16-17,location,2,4
266,./nw/wsj/10/wsj_1016.v4_gold_conll-2-16-17,location.country,2,4
267,./nw/wsj/10/wsj_1016.v4_gold_conll-3-0-1,organization,3,4
268,./nw/wsj/10/wsj_1016.v4_gold_conll-3-0-1,organization.company,3,4
269,./nw/wsj/10/wsj_1016.v4_gold_conll-3-24-25,location,2,4
270,./nw/wsj/10/wsj_1016.v4_gold_conll-3-24-25,location.country,2,4
271,./nw/wsj/10/wsj_1018.v4_gold_conll-0-0-2,person,3,4
272,./nw/wsj/10/wsj_1018.v4_gold_conll-0-14-15,language,2,4
273,./nw/wsj/10/wsj_1018.v4_gold_conll-0-14-15,location,2,4
274,./nw/wsj/10/wsj_1018.v4_gold_conll-0-14-15,location.country,2,4
275,./nw/wsj/10/wsj_1018.v4_gold_conll-0-8-11,organization,3,4
276,./nw/wsj/10/wsj_1018.v4_gold_conll-0-8-11,organization.company,2,4
277,./nw/wsj/10/wsj_1018.v4_gold_conll-1-14-15,location,4,4
278,./nw/wsj/10/wsj_1018.v4_gold_conll-1-14-15,location.country,3,4
279,./nw/wsj/10/wsj_1018.v4_gold_conll-1-17-19,news_agency,3,4
280,./nw/wsj/10/wsj_1018.v4_gold_conll-1-17-19,organization,4,4
281,./nw/wsj/10/wsj_1018.v4_gold_conll-1-27-28,organization,3,4
282,./nw/wsj/10/wsj_1018.v4_gold_conll-1-27-28,organization.company,2,4
283,./nw/wsj/10/wsj_1018.v4_gold_conll-1-30-33,finance.currency,3,4
284,./nw/wsj/10/wsj_1018.v4_gold_conll-1-34-37,finance.currency,4,4
285,./nw/wsj/10/wsj_1018.v4_gold_conll-1-5-6,person,4,4
286,./nw/wsj/10/wsj_1018.v4_gold_conll-1-7-10,organization,3,4
287,./nw/wsj/10/wsj_1018.v4_gold_conll-2-6-10,news_agency,2,4
288,./nw/wsj/10/wsj_1018.v4_gold_conll-2-6-10,organization,3,4
289,./nw/wsj/10/wsj_1018.v4_gold_conll-3-10-12,person,4,4
290,./nw/wsj/10/wsj_1018.v4_gold_conll-3-20-21,location,2,4
291,./nw/wsj/10/wsj_1018.v4_gold_conll-3-6-7,location,2,4
292,./nw/wsj/10/wsj_1018.v4_gold_conll-3-6-7,location.country,2,4
293,./nw/wsj/10/wsj_1018.v4_gold_conll-3-6-7,person,2,4
294,./nw/wsj/10/wsj_1018.v4_gold_conll-4-12-15,finance.currency,3,4
295,./nw/wsj/10/wsj_1018.v4_gold_conll-4-16-19,finance.currency,3,4
296,./nw/wsj/10/wsj_1018.v4_gold_conll-4-30-31,organization,3,4
297,./nw/wsj/10/wsj_1018.v4_gold_conll-4-30-31,organization.company,3,4
298,./nw/wsj/10/wsj_1018.v4_gold_conll-5-12-13,location,4,4
299,./nw/wsj/10/wsj_1018.v4_gold_conll-5-12-13,location.country,3,4
300,./nw/wsj/10/wsj_1018.v4_gold_conll-5-20-21,organization,3,4
301,./nw/wsj/10/wsj_1018.v4_gold_conll-5-20-21,organization.company,3,4
302,./nw/wsj/10/wsj_1018.v4_gold_conll-5-3-5,time,3,4
303,./nw/wsj/10/wsj_1018.v4_gold_conll-6-1-2,time,3,4
304,./nw/wsj/10/wsj_1018.v4_gold_conll-6-19-20,work,2,4
305,./nw/wsj/10/wsj_1018.v4_gold_conll-6-21-22,work,2,4
306,./nw/wsj/10/wsj_1018.v4_gold_conll-6-23-24,work,3,4
307,./nw/wsj/10/wsj_1018.v4_gold_conll-6-4-8,finance.currency,3,4
308,./nw/wsj/10/wsj_1018.v4_gold_conll-6-9-10,organization,3,4
309,./nw/wsj/10/wsj_1018.v4_gold_conll-6-9-10,organization.company,3,4
310,./nw/wsj/10/wsj_1018.v4_gold_conll-7-1-3,person,4,4
311,./nw/wsj/10/wsj_1018.v4_gold_conll-7-10-11,organization,3,4
312,./nw/wsj/10/wsj_1018.v4_gold_conll-7-10-11,organization.company,3,4
313,./nw/wsj/10/wsj_1023.v4_gold_conll-0-0-2,organization,4,4
314,./nw/wsj/10/wsj_1023.v4_gold_conll-0-0-2,organization.company,4,4
315,./nw/wsj/10/wsj_1023.v4_gold_conll-0-11-16,organization,4,4
316,./nw/wsj/10/wsj_1023.v4_gold_conll-0-11-16,organization.company,4,4
317,./nw/wsj/10/wsj_1023.v4_gold_conll-0-17-18,location,4,4
318,./nw/wsj/10/wsj_1023.v4_gold_conll-0-17-18,location.city,4,4
319,./nw/wsj/10/wsj_1023.v4_gold_conll-0-19-21,location,4,4
320,./nw/wsj/10/wsj_1023.v4_gold_conll-2-3-5,location,4,4
321,./nw/wsj/10/wsj_1023.v4_gold_conll-2-3-5,location.city,4,4
322,./nw/wsj/10/wsj_1023.v4_gold_conll-2-6-7,location,4,4
323,./nw/wsj/10/wsj_1023.v4_gold_conll-2-9-10,organization,4,4
324,./nw/wsj/10/wsj_1023.v4_gold_conll-2-9-10,organization.company,4,4
325,./nw/wsj/10/wsj_1023.v4_gold_conll-3-0-2,organization,4,4
326,./nw/wsj/10/wsj_1023.v4_gold_conll-3-0-2,organization.company,4,4
327,./nw/wsj/10/wsj_1023.v4_gold_conll-3-18-22,organization,4,4
328,./nw/wsj/10/wsj_1023.v4_gold_conll-3-18-22,organization.company,4,4
329,./nw/wsj/10/wsj_1023.v4_gold_conll-3-23-26,organization,4,4
330,./nw/wsj/10/wsj_1023.v4_gold_conll-3-23-26,organization.company,4,4
331,./nw/wsj/10/wsj_1023.v4_gold_conll-3-38-40,location,4,4
332,./nw/wsj/10/wsj_1023.v4_gold_conll-3-38-40,location.city,4,4
333,./nw/wsj/10/wsj_1023.v4_gold_conll-4-0-2,person,4,4
334,./nw/wsj/10/wsj_1023.v4_gold_conll-4-19-23,finance.currency,4,4
335,./nw/wsj/10/wsj_1023.v4_gold_conll-4-23-25,time,4,4
